,links
"MURANO CRECIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87918322 
"MURANO PATRIMONIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87575825 
"MUTUAFONDO BOLSA EUROPEA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81642498 
"MUTUAFONDO BOLSAS EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83085753 
"MUTUAFONDO BONOS CONVERTIBLES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86405800 
"MUTUAFONDO BONOS FINANCIEROS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85786119 
"MUTUAFONDO BONOS FLOTANTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87900148 
"MUTUAFONDO BONOS SUBORDINADOS II, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V-85892057
"MUTUAFONDO BONOS SUBORDINADOS III, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88143995 
"MUTUAFONDO BONOS SUBORDINADOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87510830 
"MUTUAFONDO COMPROMISO SOCIAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88456744 
"MUTUAFONDO CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83003467 
"MUTUAFONDO CRECIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86995388 
"MUTUAFONDO DINERO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85567659 
"MUTUAFONDO DOLAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86995479 
"MUTUAFONDO DURACION NEGATIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87757019 
"MUTUAFONDO EQUILIBRIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88057633 
"MUTUAFONDO ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85644128 
"MUTUAFONDO EVOLUCIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88057666 
"MUTUAFONDO FLEXIBILIDAD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88057591 
"MUTUAFONDO FORTALEZA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86995503 
"MUTUAFONDO FORTUNY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88635446 
"MUTUAFONDO GESTION OPTIMA MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82757568 
"MUTUAFONDO HIGH YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80416530 
"MUTUAFONDO LP, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81525545 
"MUTUAFONDO MIXTO DÓLAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88342860 
"MUTUAFONDO MIXTO FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86785052 
"MUTUAFONDO MIXTO SELECCION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86901154 
"MUTUAFONDO NUEVA ECONOMÍA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01750355 
"MUTUAFONDO RENTA FIJA EMERGENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87860672 
"MUTUAFONDO RENTA FIJA ESPAÑOLA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86685807 
"MUTUAFONDO RENTA FIJA FLEXIBLE,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87727780 
"MUTUAFONDO RENTA VARIABLE EE.UU, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85575116 
"MUTUAFONDO RENTA VARIABLE INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82204710 
"MUTUAFONDO TECNOLOGICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82471426 
"MUTUAFONDO VALORES SMALL & MID CAPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82112533 
"MUTUAFONDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78435468 
"MUZA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88357645 
"NAO EUROPA SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V40518029 
"NB PHARMAFUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81716953 
"NORAY MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87786331 
"NOVAFONDISA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61685194 
"NUCLEFON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82686775 
"OHANA GLOBAL INVESTMENTS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86778511 
"OKAVANGO DELTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84420439 
"OLEA NEUTRAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85962447 
"OMEGA GLOBAL FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86837531 
"OPENBANK AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80283781 
"ORFEO CAPITAL TALENTUM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88493911 
"ORFEO CAPITAL UNIVERSUM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88431093 
"ORFEO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87480471 
"PANDA AGRICULTURE & WATER FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66035858 
"PARADOX EQUITY FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42716340 
"PATRIBOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80852593 
"PATRIMONIO GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86445277 
"PATRISA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80852601 
"PATRIVAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80380892 
"PENTA INVERSION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86025251 
"PENTATHLON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82185786 
"POLAR RENTA FIJA,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86364650 
POPULAR SELECCIÓN FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85867034 
"PRECISION ABSOLUTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88160874 
"PRINCIPIUM,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82780073 
"PROFIT BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83633479 
"PROFIT CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80031107 
"PSN MULTIESTRATEGIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88647284 
"QUALITY COMMODITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85991362 
"QUALITY GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82300914 
"QUALITY INVERSION CONSERVADORA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85238665 
"QUALITY INVERSION DECIDIDA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85238608 
"QUALITY INVERSION MODERADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85238699 
"QUALITY MEJORES IDEAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81960445 
"QUALITY SELECCION EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86009289 
"R4 ACTIVA AGUA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87287744 
"R4 ACTIVA AIRE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87287868 
"R4 ACTIVA TIERRA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87287827 
"RADAR INVERSIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64746845 
"RENTA 4 ACCIONES GLOBALES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87287843 
"RENTA 4 ACTIVOS GLOBALES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82068255 
"RENTA 4 BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80698889 
"RENTA 4 DELTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82111592 
"RENTA 4 FACTOR VOLATILIDAD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87932851 
"RENTA 4 FONCUENTA AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87708376 
"RENTA 4 FONDTESORO CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81613382 
"RENTA 4 GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81537706 
"RENTA 4 LATINOAMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82470717 
"RENTA 4 MEGATENDENCIAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88540737 
"RENTA 4 MULTIFACTOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87934394 
"RENTA 4 MULTIGESTION 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87393443 
"RENTA 4 MULTIGESTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82363128 
"RENTA 4 NEXUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86126976 
RENTA 4 PEGASUS FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85091387 
"RENTA 4 RENTA FIJA 6 MESES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85772812 
"RENTA 4 RENTA FIJA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82414715 
"RENTA 4 RENTA FIJA MIXTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79298592 
"RENTA 4 RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86720117 
"RENTA 4 SMALL CAPS EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87719621 
"RENTA 4 VALOR EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85805364 
"RENTA 4 VALOR RELATIVO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85944585 
"RENTA 4 WERTEFINDER, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86236346 
"RENTAMARKETS NARVAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87883377 
"RENTAMARKETS SEQUOIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87883302 
RFMI MULTIGESTION FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85986040 
"RIVER PATRIMONIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04893194 
"ROBUST RENTA VARIABLE MIXTA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61812582 
"ROLNIK CONVICTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88574652 
"RSR GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87545463 
"RSR RV INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87680849 
"RURAL AHORRO PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83624833 
"RURAL BONOS 2 AÑOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82037508 
"RURAL BONOS CORPORATIVOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84351824 
"RURAL BONOS HIGH YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87501474 
"RURAL DEUDA SOBERANA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84967058 
"RURAL EMERGENTES RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82587262 
"RURAL EURO RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82310350 
"RURAL MIXTO 15, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82785999 
"RURAL MIXTO 20, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85215416 
"RURAL MIXTO 25, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81961146 
"RURAL MIXTO 50, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81578528 
"RURAL MIXTO 75, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81569725 
"RURAL MIXTO INTERNACIONAL 15, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85239903 
"RURAL MIXTO INTERNACIONAL 25, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81565806 
"RURAL MULTIFONDO 75, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82088642 
"RURAL PERFIL AUDAZ, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87556585 
"RURAL PERFIL CONSERVADOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83021766 
"RURAL PERFIL DECIDIDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83021683 
"RURAL PERFIL MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87556635 
"RURAL PLAN INVERSION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88254040 
"RURAL RENDIMIENTO SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81565822 
"RURAL RENTA FIJA 1, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80102841 
"RURAL RENTA FIJA 3, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80405319 
"RURAL RENTA FIJA 5, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82201427 
"RURAL RENTA FIJA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82587270 
"RURAL RENTA VARIABLE ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81980260 
"RURAL RENTA VARIABLE INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82420100 
"RURAL SELECCION CONSERVADORA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81605214 
"RURAL SELECCIÓN DECIDIDA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87947917 
"RURAL SELECCION EQUILIBRADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87030318 
"RURAL SMALL CAPS EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85450104 
"RURAL SOSTENIBLE CONSERVADOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88046800 
"RURAL SOSTENIBLE DECIDIDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88046826 
"RURAL SOSTENIBLE MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01920859 
"RURAL TECNOLOGICO RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82568940 
"SABADELL ACUMULA SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88611538 
"SABADELL AMERICA LATINA BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62159868 
"SABADELL ASIA EMERGENTE BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64166242 
"SABADELL BONOS ALTO INTERES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65098865 
"SABADELL BONOS EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64154610 
"SABADELL BONOS ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79124772 
"SABADELL BONOS EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62245691 
"SABADELL BONOS FLOTANTES EURO, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88077722 
SABADELL BONOS INFLACIÓN EURO F.I.,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66864190 
"SABADELL BONOS INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80645740 
"SABADELL CRECE SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88611520 
"SABADELL DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66462201 
"SABADELL DOLAR FIJO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60026564 
"SABADELL ECONOMÍA DIGITAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88314000 
"SABADELL ECONOMÍA VERDE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88543889 
"SABADELL EMERGENTE MIXTO FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V53321915 
"SABADELL EQUILIBRADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66462185 
"SABADELL ESPAÑA BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62574496 
"SABADELL ESPAÑA DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83173864 
"SABADELL ESTADOS UNIDOS BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61378527 
"SABADELL EURO YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20330197 
"SABADELL EUROACCION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63584478 
"SABADELL EUROPA BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62272794 
"SABADELL EUROPA EMERGENTE BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64166143 
"SABADELL EUROPA VALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64166200 
"SABADELL FINANCIAL CAPITAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64819980 
"SABADELL FONDTESORO LARGO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62388558 
"SABADELL HORIZONTE 2021, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66815069 
"SABADELL HORIZONTE 2026, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88600523 
"SABADELL INTERES EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62245709 
"SABADELL INVERSION ETICA Y SOLIDARIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83799387 
"SABADELL JAPON BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62159835 
"SABADELL PLANIFICACIÓN 25, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88202825 
"SABADELL PLANIFICACIÓN 50, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88504410 
"SABADELL PLANIFICACIÓN 70, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88543806 
"SABADELL PRUDENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65590176 
"SABADELL RENDIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62272828 
"SABADELL RENTAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61317053 
"SABADELL SELECCIÓN ALTERNATIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66707167 
"SANTALUCIA ESPABOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82899972 
"SANTALUCIA EUROBOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82899873 
"SANTALUCIA EUROPA ACCIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87781563 
"SANTALUCIA FONVALOR EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82899931 
"SANTALUCIA GRANDES COMPAÑIAS ZONA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02666600 
"SANTALUCIA IBÉRICO ACCIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87300273 
"SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82899865 
"SANTALUCIA RENTA FIJA DINAMICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85609956 
"SANTALUCIA RENTA FIJA EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88337233 
"SANTALUCIA RENTA FIJA HIGH YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88339650 
"SANTALUCIA RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82899980 
"SANTALUCIA RENTA VARIABLE EEUU CUBIERTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02666717 
"SANTALUCIA RENTA VARIABLE EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88339700 
"SANTALUCIA RENTA VARIABLE INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86307246 
"SANTALUCIA RETORNO ABSOLUTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87543336 
"SANTALUCIA SELECCION DECIDIDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87782942 
"SANTALUCIA SELECCION EQUILIBRADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87782975 
"SANTALUCIA SELECCION PRUDENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87782967 
"SANTANDER ACCIONES ESPAÑOLAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78466414 
"SANTANDER ACCIONES EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78753019 
"SANTANDER ACCIONES LATINOAMERICANAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80066467 
"SANTANDER COMPAÑÍAS 0-30, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88245006 
"SANTANDER CONFIANZA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85683597 
"SANTANDER CONSOLIDA 90 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87909230 
"SANTANDER CORTO PLAZO DOLAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82512815 
"SANTANDER DEUDA CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83673517 
"SANTANDER DIVIDENDO EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82068164 
"SANTANDER EMPRESAS RENTA FIJA AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87906657 
"SANTANDER EQUALITY ACCIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88185723 
"SANTANDER EUROCREDITO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87253365 
"SANTANDER FUTURE WEALTH, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87837159 
"SANTANDER GENERACION 1, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87444725 
"SANTANDER GENERACION 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87446233 
"SANTANDER GENERACION 3, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87448791 
"SANTANDER GESTION DINAMICA 1, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88423546 
"SANTANDER GESTION DINAMICA 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88423611 
"SANTANDER GO RETORNO ABSOLUTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81959082 
"SANTANDER GO RV NORTEAMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88423579 
"SANTANDER HORIZONTE 2026 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01904267 
"SANTANDER HORIZONTE 2026 3, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02652014 
